Comparison_Segment_ID,Sensor_Sat,Sensor,Satellite,Section,Match_Key,Start_Date,End_Date,Start_Day_Label,End_Day_Label,Start_Abs_Day_365,End_Abs_Day_365,Duration_Days,Exact_Category,Dataset_Category,Selection_Flags,NNJA_Active,ERA5_Active,ERA_Interim_Active,NNJA_Codes,ERA5_Codes,ERA_Interim_Codes,ERA_Visible_Colors,NNJA_Source_Kinds,NNJA_Segment_IDs,ERA5_Segment_IDs,ERA_Interim_Segment_IDs,ERA_Extended_Post_2019,Beyond_ERA_Source_Edge,Derived_Replacement_Satellite,Replacement_From,Extension_Action,Validation_Basis,Validation_Source_URLs,ERA_Source_Right_Edge_Day_Label,ERA_Source_Right_Edge_Date_365,ERA_Interim_Period,NNJA_Source_Labels,ERA_Source_Labels,Calendar,Precision_Note
151,IASI (METOP-A),IASI,METOP-A,Hyperspectral infrared,IASI|METOP-A,2019-10-01,2021-10-27,2019-D274,2021-D300,15239,15995,757,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,101,62,,True,True,False,,cap_at_decommission,Metop-A was decommissioned/deorbited at end of 2021; WMO lists EOL 2021-11-15.,https://space.oscar.wmo.int/satellites/view/metop_a; https://www.eumetsat.int/metop,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-A,METOP-A IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
152,IASI (METOP-A),IASI,METOP-A,Hyperspectral infrared,IASI|METOP-A,2021-10-28,2021-11-15,2021-D301,2021-D319,15996,16014,19,ERA5,ERA5,ERA5,False,True,False,,grey_thick,,grey,,,62,,True,True,False,,cap_at_decommission,Metop-A was decommissioned/deorbited at end of 2021; WMO lists EOL 2021-11-15.,https://space.oscar.wmo.int/satellites/view/metop_a; https://www.eumetsat.int/metop,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-A,METOP-A IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
153,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2010-04-29,2010-04-29,2010-D119,2010-D119,11799,11799,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,102,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
154,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2010-12-01,2010-12-01,2010-D335,2010-D335,12015,12015,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,103,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
155,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2011-07-05,2011-07-05,2011-D186,2011-D186,12231,12231,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,104,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
156,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2012-03-14,2012-03-14,2012-D073,2012-D073,12483,12483,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_marker,,,,vertical_marker,105,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
157,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2013-01-14,2013-06-06,2013-D014,2013-D157,12789,12932,144,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,106,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
158,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2013-06-07,2013-06-07,2013-D158,2013-D158,12933,12933,1,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,106; 107,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
159,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2013-06-08,2014-01-21,2013-D159,2014-D021,12934,13161,228,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,107,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
160,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2014-01-22,2016-01-18,2014-D022,2016-D018,13162,13888,727,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,green_thick,,green,horizontal,107,48,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
161,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2016-01-19,2016-01-19,2016-D019,2016-D019,13889,13889,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,107,48; 49,49,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
162,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2016-01-20,2019-09-08,2016-D020,2019-D251,13890,15216,1327,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,107,49,49,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
163,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,107,49,49,True,True,False,,era_interim_period_cap; extend_confirmed_operational,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; Metop-B/C remain operational; instrument status pages list AMSU-A/MHS/IASI availability.,https://www.ospo.noaa.gov/operations/metop/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
164,IASI (METOP-B),IASI,METOP-B,Hyperspectral infrared,IASI|METOP-B,2019-10-01,2025-12-31,2019-D274,2025-D365,15239,17520,2282,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,107,49,,True,True,False,,extend_confirmed_operational,Metop-B/C remain operational; instrument status pages list AMSU-A/MHS/IASI availability.,https://www.ospo.noaa.gov/operations/metop/status.html,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-B,METOP-B IASI Rad.,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
165,IASI (METOP-C),IASI,METOP-C,Hyperspectral infrared,IASI|METOP-C,2020-05-04,2025-12-31,2020-D124,2025-D365,15454,17520,2067,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,109,,,False,True,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,iasi METOP-C,,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
166,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2012-07-10,2012-07-17,2012-D191,2012-D198,12601,12608,8,ERA5,ERA5,ERA5,False,True,False,,green_thick,,green,,,118,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
167,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2012-07-18,2014-12-07,2012-D199,2014-D341,12609,13481,873,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,black_thick,green_thick,,green,horizontal,6,118,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
168,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2014-12-08,2015-03-05,2014-D342,2015-D064,13482,13569,88,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,6,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
169,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2015-03-06,2016-01-18,2015-D065,2016-D018,13570,13888,319,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,black_thick,green_thick,,green,horizontal,6,119,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
170,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2016-01-19,2016-01-19,2016-D019,2016-D019,13889,13889,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,6,119; 120,120,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
171,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2016-01-20,2019-09-08,2016-D020,2019-D251,13890,15216,1327,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,6,120,120,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
172,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,grey_thick,grey_thick,grey,horizontal,6,120,120,True,True,False,,era_interim_period_cap; extend_confirmed_operational,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; GCOM-W1 / AMSR2 remains operational/extended beyond 2025.,https://database.eohandbook.com/database/missionsummary.aspx?missionID=459,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
173,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2019-10-01,2020-07-16,2019-D274,2020-D197,15239,15527,289,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,black_thick,grey_thick,,grey,horizontal,6,120,,True,True,False,,extend_confirmed_operational,GCOM-W1 / AMSR2 remains operational/extended beyond 2025.,https://database.eohandbook.com/database/missionsummary.aspx?missionID=459,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
174,AMSR-2 (GCOM-W1),AMSR-2,GCOM-W1,Microwave imagers,AMSR-2|GCOM-W1,2020-07-17,2025-12-31,2020-D198,2025-D365,15528,17520,1993,ERA5,ERA5,ERA5,False,True,False,,grey_thick,,grey,,,120,,True,True,False,,extend_confirmed_operational,GCOM-W1 / AMSR2 remains operational/extended beyond 2025.,https://database.eohandbook.com/database/missionsummary.aspx?missionID=459,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsr2 GCOM-W1,GCOM-W1 AMSR-2 Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
175,AMSRE (AQUA),AMSRE,AQUA,Microwave imagers,AMSRE|AQUA,2002-07-31,2008-12-28,2002-D212,2008-D362,8972,11312,2341,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,7,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsre AQUA,AQUA AMSRE Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
176,AMSRE (AQUA),AMSRE,AQUA,Microwave imagers,AMSRE|AQUA,2008-12-29,2009-05-06,2008-D363,2009-D126,11313,11441,129,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,blue_thick,blue_thick,blue,horizontal,7,123,123,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsre AQUA,AQUA AMSRE Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
177,AMSRE (AQUA),AMSRE,AQUA,Microwave imagers,AMSRE|AQUA,2009-05-07,2009-05-30,2009-D127,2009-D150,11442,11465,24,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,black_thick,,,,horizontal,7,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsre AQUA,AQUA AMSRE Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
178,AMSRE (AQUA),AMSRE,AQUA,Microwave imagers,AMSRE|AQUA,2009-05-31,2011-10-03,2009-D151,2011-D276,11466,12321,856,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,black_thick,blue_thick,blue_thick,blue,horizontal,7,124,124,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsre AQUA,AQUA AMSRE Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
179,AMSRE (AQUA),AMSRE,AQUA,Microwave imagers,AMSRE|AQUA,2015-12-12,2016-02-01,2015-D346,2016-D032,13851,13902,52,"ERA5, ERA-Interim","ERA5, ERA-Interim",ERA5; ERA-Interim,False,True,True,,grey_thick,grey_thick,grey,,,125,125,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,amsre AQUA,AQUA AMSRE Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
180,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2014-02-15,2015-03-05,2014-D046,2015-D064,13186,13569,384,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,63,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
181,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2015-03-06,2016-01-06,2015-D065,2016-D006,13570,13876,307,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,green_thick,,green,horizontal,63,116,,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
182,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2016-01-07,2016-01-07,2016-D007,2016-D007,13877,13877,1,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,green_thick; grey_thick,grey_thick,green; grey,horizontal,63,116; 117,117,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
183,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2016-01-08,2019-09-08,2016-D008,2019-D251,13878,15216,1339,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,63,117,117,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
184,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2019-09-09,2019-09-30,2019-D252,2019-D273,15217,15238,22,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,grey_thick,grey_thick,grey,horizontal,63,117,117,True,True,False,,era_interim_period_cap; extend_confirmed_operational,ERA-Interim is active only from 1979-01 through 2019-09; cap applied regardless of ERA5 extension.; GPM Core Observatory/GMI remains operational with EOL beyond 2025.,https://space.oscar.wmo.int/satellites/view/gpm_core_observatory,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
185,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2019-10-01,2025-05-15,2019-D274,2025-D135,15239,17290,2052,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick,grey_thick,,grey,horizontal,63,117,,True,True,False,,extend_confirmed_operational,GPM Core Observatory/GMI remains operational with EOL beyond 2025.,https://space.oscar.wmo.int/satellites/view/gpm_core_observatory,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
186,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2025-05-16,2025-05-16,2025-D136,2025-D136,17291,17291,1,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thick; blue_thin,grey_thick,,grey,horizontal,63; 64,117,,True,True,False,,extend_confirmed_operational,GPM Core Observatory/GMI remains operational with EOL beyond 2025.,https://space.oscar.wmo.int/satellites/view/gpm_core_observatory,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
187,GMI (GPM),GMI,GPM,Microwave imagers,GMI|GPM,2025-05-17,2025-12-31,2025-D137,2025-D365,17292,17520,229,"ERA5, NNJA","ERA5, NNJA","ERA5; NNJA; ERA5, NNJA",True,True,False,blue_thin,grey_thick,,grey,horizontal,64,117,,True,True,False,,extend_confirmed_operational,GPM Core Observatory/GMI remains operational with EOL beyond 2025.,https://space.oscar.wmo.int/satellites/view/gpm_core_observatory,2019-D251,2019-09-08,1979-01-01..2019-09-30,gmi GPM-core,GPM GMI Rad. All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
188,SSMI (DMSP 10),SSMI,DMSP 10,Microwave imagers,SSMI|DMSP 10,1990-12-08,1991-02-19,1990-D342,1991-D050,4722,4795,74,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,174,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 10,DMSP 10 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
189,SSMI (DMSP 10),SSMI,DMSP 10,Microwave imagers,SSMI|DMSP 10,1991-02-20,1991-03-30,1991-D051,1991-D089,4796,4834,39,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,174,136,136,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 10,DMSP 10 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
190,SSMI (DMSP 10),SSMI,DMSP 10,Microwave imagers,SSMI|DMSP 10,1991-03-31,1991-04-24,1991-D090,1991-D114,4835,4859,25,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,174,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 10,DMSP 10 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
191,SSMI (DMSP 10),SSMI,DMSP 10,Microwave imagers,SSMI|DMSP 10,1991-04-25,1997-06-18,1991-D115,1997-D169,4860,7104,2245,"ERA5, ERA-Interim, NNJA","ERA5, ERA-Interim, NNJA","ERA5; ERA-Interim; NNJA; ERA5, ERA-Interim, NNJA; ERA5, NNJA; ERA-Interim, NNJA",True,True,True,blue_thick,blue_thick,blue_thick,blue,horizontal,174,137,137,False,False,False,,pixel_original,Original pixel-derived ERA visible bar.,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 10,DMSP 10 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
192,SSMI (DMSP 10),SSMI,DMSP 10,Microwave imagers,SSMI|DMSP 10,1997-06-19,1997-12-10,1997-D170,1997-D344,7105,7279,175,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick,,,,horizontal,174,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 10,DMSP 10 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
193,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1991-10-28,1991-12-02,1991-D301,1991-D336,5046,5081,36,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thin,,,,horizontal,179,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
194,SSMI (DMSP 11),SSMI,DMSP 11,Microwave imagers,SSMI|DMSP 11,1991-12-03,1992-01-29,1991-D337,1992-D029,5082,5139,58,only NNJA,only NNJA,NNJA; only NNJA,True,False,False,blue_thick; blue_thin,,,,horizontal,175; 179,,,False,False,False,,,,,2019-D251,2019-09-08,1979-01-01..2019-09-30,ssmi DMSP 11,DMSP 11 SSMI CM SAF All-sky,365_day_no_leap,Day bins from pixel-derived endpoints; post-2019 ERA5 extensions are validation-capped by platform status and primary replacement events.
